cc_num,merchant,category,amt,first,last,gender,street,city,state,lat,long,city_pop,job,merch_lat,merch_long,is_fraud,distance,age,transaction_date,transaction_month,transaction_year,transaction_time,transaction_day,transaction_weekday,is_weekend,population_category,log_amt,amt_squared,transaction_count,average_transaction_amount,merchant_transaction_count,merchant_avg_amt,std_transaction_amount,is_senior,is_minor,amt_age_ratio,distance_amt_ratio,time_of_day,amt_per_merchant,monthly_spending,is_fraud_and_weekend,amt_variance,amt_diff_mean,total_transaction_amt,trans_year,trans_month,trans_day,trans_hour,trans_minute,trans_second,dob_year,dob_month,dob_day
30483100000000.0,"fraud_Karan, Bhalla and Gara Pvt Ltd",travel,8761.71,Aarav,Badami,M,"39, Bahri Nagar, Ahmednagar-069240",Mathura,Uttarakhand,-45.516814,-45.964029,312602.0,Prison officer,-45.529832,-45.960325,1.0,1.4760171706823844,74,2024-04-15,4,2024,03:26:00,15,0,0,medium,9.078260496818867,76767562.12409998,13,6684.669999999999,6,8761.71,2001.4858248811051,1,0,118.40148648648648,0.0001684622260588,night,8761.71,52570.259999999995,0.0,4005945.5071999975,2077.04,86900.70999999999,2024,4,15,3,26,0,1950,3,11
6011360000000000.0,fraud_Chandran LLC Pvt Ltd,online_shopping,246.6,Anay,Tailor,F,"67/365, Mannan Road, Nagaon 024680",Gwalior,Sikkim,-49.282388,-110.991343,498632.8993690851,Insurance claims handler,-49.263048,-110.995669,0.0,2.1732914751243237,36,2023-12-17,12,2023,15:40:00,17,6,1,medium,5.511814540810441,60811.56,33,2461.907878787879,7,246.6,1722.50249664688,0,0,6.85,0.0088130230134806,afternoon,246.6,1726.2,0.0,2967014.850954735,-2215.307878787879,81242.96,2023,12,17,15,40,0,1987,6,9
6544440000000000.0,fraud_Mane-Tandon Pvt Ltd,travel,5145.657143757881,Kimaya,Borah,M,"36/048, Shanker Path, Jalna-884480",Thane,Nagaland,0.885991,144.887563,197477.0,"Producer, television/film/video",0.872861,144.895431,0.0,1.7020007802911188,38,2022-09-29,9,2022,00:26:00,29,3,0,small,8.546102684602834,26477787.441106517,9,3384.7339687543786,5,5145.657143757881,2088.1980065948815,0,0,135.41203009889162,0.0003307645132081,night,5145.657143757881,25728.285718789408,0.0,4360570.914746837,1760.9231750035028,30462.605718789408,2022,9,29,0,26,0,1985,12,15
676314000000.0,"fraud_Kalita, Rau and Walla Pvt Ltd",online_shopping,7455.87,Vritika,Kara,M,"H.No. 86, Tara Path, Thoothukudi 413963",Amaravati,Maharashtra,86.3675615,14.400076,602751.0,Electronics engineer,86.374867,14.397096,1.0,0.8126052198603831,82,2023-07-21,7,2023,07:50:00,21,4,0,medium,8.916891034107671,55589997.4569,15,8883.87,5,7455.87,1045.1889781278796,1,0,90.92524390243902,0.0001089886518756,morning,7455.87,37279.35,0.0,1092420.0000000012,-1428.000000000001,133258.05000000002,2023,7,21,7,50,0,1942,6,1
4613220000000.0,fraud_Ahuja-Chanda Pvt Ltd,entertainment,8250.53,Ivan,Mann,F,"02/178, Swaminathan Nagar, Jabalpur 528277",Unnao,Jharkhand,86.6255825,-43.427319,391762.0,"Designer, furniture",86.610597,-43.420373,1.0,1.6669343673254668,71,2023-06-29,6,2023,05:44:00,29,3,0,medium,9.018153916679612,68071245.28090002,10,8362.917000000001,9,8250.53,355.3988993933438,1,0,116.20464788732396,0.0002020396710666,morning,8250.53,74254.77,0.0,126308.3776900001,-112.38700000000064,83629.17000000001,2023,6,29,5,44,0,1953,3,7
3563410000000000.0,"fraud_Sharma, Vohra and Iyer Pvt Ltd",online_shopping,4728.68,Vaibhav,Warrior,F,"285, Randhawa, Pallavaram-027191",Jaunpur,Nagaland,-25.9526755,116.745734,498632.8993690851,Armed forces operational officer,-25.943336,-1.3032460932720078,0.0,1.4553428204862755,25,2022-08-02,8,2022,20:29:00,2,1,0,medium,8.461612825920437,22360414.5424,10,4728.68,10,4728.68,0.0,0,0,189.1472,0.0003077693606854,evening,4728.68,47286.8,0.0,0.0,0.0,47286.8,2022,8,2,20,29,0,1999,1,20
30030500000000.0,"fraud_Bhatnagar, Chandran and Sama Pvt Ltd",online_shopping,3641.75,Nirvaan,Loke,M,"69, Bhalla Path, Srikakulam 120095",Sultan Pur Majra,Nagaland,-71.8860365,-33.283716,37944.0,Solicitor,-71.90373,-33.271067,1.0,2.0153947275796593,48,2022-07-19,7,2022,15:39:00,19,1,0,small,8.200494169893965,13262343.0625,12,3641.75,12,3641.75,0.0,0,0,75.86979166666667,0.0005534138058844,afternoon,3641.75,43701.0,0.0,0.0,0.0,43701.0,2022,7,19,15,39,0,1975,7,18
344940000000000.0,"fraud_Bhavsar, Krishnan and Walia Pvt Ltd",online_shopping,4552.11,Rania,Balan,M,"944, Sant, Madhyamgram-867513",Kadapa,Tripura,-38.605023,-151.654015,584897.0,Forensic psychologist,-38.592074,-151.671776,0.0,2.1108154741687097,63,2023-02-27,2,2023,08:18:00,27,0,0,medium,8.423565794937511,20721705.4521,10,5842.986,4,4552.11,1111.0091666708545,0,0,72.25571428571428,0.0004637004541122,morning,4552.11,18208.44,0.0,1234341.3684266666,-1290.8760000000002,58429.86,2023,2,27,8,18,0,1961,3,18
4.33607e+18,"fraud_Jhaveri, Barad and Lal Pvt Ltd",entertainment,2271.79,Siya,Dara,M,"80/915, Vala Circle, Bhavnagar-068845",Nangloi Jat,Nagaland,15.084946,-178.763743,624030.0,"Engineer, biomedical",2.3017030783132526,-178.76895,1.0,1.4553428204862755,74,2023-03-27,3,2023,20:59:00,27,0,0,medium,7.728763430671094,5161029.8041,6,2748.866666666667,5,2271.79,1168.5944015211892,1,0,30.699864864864864,0.0006406150306526,evening,2271.79,11358.95,0.0,1365612.8752666663,-477.0766666666668,16493.2,2023,3,27,20,59,0,1950,3,11
4455850000000000.0,fraud_Suri and Sons Pvt Ltd,travel,3563.99,Zeeshan,Dar,M,"H.No. 432, Chahal Circle, Thanjavur 012742",Aurangabad,Telangana,-35.074268,-123.471412,498632.8993690851,"Administrator, education",-35.07982,-123.460528,0.0,1.1670900820191954,49,2023-08-23,8,2023,01:48:00,23,2,0,medium,8.178916527795375,12702024.7201,10,3563.9899999999993,10,3563.9899999999993,0.0,0,0,72.73448979591836,0.000327467271799,night,3563.9899999999993,35639.899999999994,0.0,0.0,4.547473508864641e-13,35639.899999999994,2023,8,23,1,48,0,1975,4,9
4.69813e+18,"fraud_Comar, Raval and Kibe Pvt Ltd",travel,7724.33,Rania,Mall,M,"607, Mannan Chowk, Deoghar 317403",Khandwa,Madhya Pradesh,-29.648039,-105.056072,265978.0,Gaffer,-29.633082,-105.050138,1.0,1.7592419331959968,79,2023-07-17,7,2023,16:09:00,17,0,0,small,8.952259819300142,59665273.9489,6,7724.329999999999,6,7724.329999999999,0.0,1,0,97.77632911392404,0.000227753336949,afternoon,7724.329999999999,46345.98,0.0,0.0,9.094947017729282e-13,46345.98,2023,7,17,16,9,0,1944,7,29
4790770000000000.0,fraud_Talwar-Chaudhry Pvt Ltd,entertainment,5145.657143757881,Elakshi,Sagar,M,"746, Guha Nagar, Chandigarh-723287",Aurangabad,Odisha,1.9229408226670872,120.096578,637250.0,Prison officer,65.485576,120.095538,1.0,1.4553428204862755,37,2023-08-29,8,2023,09:39:00,29,1,0,medium,8.546102684602834,26477787.441106517,10,5145.657143757881,10,5145.657143757881,0.0,0,0,139.07181469615895,0.0002828293412925,morning,5145.657143757881,51456.571437578816,0.0,0.0,0.0,51456.571437578816,2023,8,29,9,39,0,1986,9,12
4712730000000000.0,fraud_Koshy Ltd Pvt Ltd,travel,8968.73,Anay,Kara,F,"H.No. 326, Grover Nagar, Aurangabad-176618",Firozabad,Tamil Nadu,-19.9011065,40.750952,543979.0,Research scientist (life sciences),-19.89737,40.768155,1.0,1.8460357234333469,20,2023-08-06,8,2023,22:26:00,6,6,1,medium,9.101610854265369,80438117.81289999,22,6578.202727272727,9,8968.73,3539.2532314010373,0,0,448.4365,0.0002058302260669,night,8968.73,96832.41,1.0,12526313.435982684,2390.527272727272,144720.46,2023,8,6,22,26,0,2004,5,17
376086000000000.0,fraud_Sachar PLC Pvt Ltd,fitness_and_medical,602.13,Zara,Raman,M,"56/23, Ahluwalia Street, Jodhpur 429057",Bangalore,Andhra Pradesh,-28.294363,-79.027658,356399.0,Higher education lecturer,-28.289729,-79.044602,1.0,1.7371981168226442,73,2023-08-22,8,2023,06:38:00,22,1,0,medium,6.402132762214328,362560.5369,4,602.13,4,602.13,0.0,1,0,8.248356164383562,0.0028850881318363,morning,602.13,2408.52,0.0,0.0,0.0,2408.52,2023,8,22,6,38,0,1950,7,23
3509940000000000.0,"fraud_Sarkar, Mammen and Gera Pvt Ltd",fitness_and_medical,5545.06,Eshani,Lalla,M,"470, Dhillon Path, Ulhasnagar 709402",Danapur,Uttarakhand,-31.1518735,-94.454599,644385.0,Ceramics designer,-31.168637,-94.450294,0.0,1.9084948996952489,74,2023-02-02,2,2023,22:22:00,2,3,0,medium,8.62084304472521,30747690.403600004,13,4220.967692307692,5,5545.06,1089.5303295927863,1,0,74.93324324324325,0.000344179305489,night,5545.06,27725.300000000003,0.0,1187076.3391025653,1324.0923076923082,54872.58,2023,2,2,22,22,0,1950,3,11
4389810000000000.0,fraud_Chahal-Mangal Pvt Ltd,online_shopping,7839.3,Aniruddh,Kara,M,"74, Varma Nagar, Junagadh 235356",Akola,Manipur,29.9383295,-28.52557,752914.0,Hydrogeologist,29.951189,-28.530793,1.0,1.515882151670034,35,2023-09-04,9,2023,12:13:00,4,0,0,high,8.967032377918478,61454624.49,6,7839.3,6,7839.3,0.0,0,0,223.98,0.0001933695804051,afternoon,7839.3,47035.8,0.0,0.0,0.0,47035.8,2023,9,4,12,13,0,1989,3,31
213157000000000.0,fraud_Srinivasan-Trivedi Pvt Ltd,online_shopping,6240.05,Tejas,Loke,F,"94, Arya Zila, Nangloi Jat 096081",Jabalpur,Tamil Nadu,42.7232025,98.165439,491563.0,Sports administrator,42.713015,98.175583,0.0,1.4035661673292927,68,2024-02-12,2,2024,23:13:00,12,0,0,medium,8.738903716438564,38938224.002500005,7,6240.05,7,6240.05,0.0,1,0,91.7654411764706,0.0002249286732204,night,6240.05,43680.35,0.0,0.0,0.0,43680.35,2024,2,12,23,13,0,1955,10,7
2270910000000000.0,fraud_Tata LLC Pvt Ltd,fitness_and_medical,7008.45,Hrishita,Mall,F,"18, Wali Path, Nadiad-176004",Alwar,Kerala,-55.621712,-110.649799,917116.0,Associate Professor,-55.641452,-110.659602,1.0,2.279609308521613,74,2022-05-27,5,2022,19:04:00,27,4,0,high,8.855014517606746,49118371.4025,6,7008.45,6,7008.45,0.0,1,0,94.7087837837838,0.0003252658303221,evening,7008.45,42050.7,0.0,0.0,0.0,42050.7,2022,5,27,19,4,0,1949,8,2
30446700000000.0,fraud_Doshi Ltd Pvt Ltd,travel,399.96,Rasha,Bajaj,F,"H.No. 49, Chahal Road, Panihati-953424",Durgapur,Haryana,81.8754755,51.675818,553960.0,Event organiser,2.3017030783132526,-1.3032460932720078,0.0,1.4553428204862755,57,2023-12-16,12,2023,12:48:00,16,5,1,medium,5.993861671707704,159968.0016,24,5564.103749999999,3,399.96,3124.086223013772,0,0,7.016842105263158,0.003638720923308,afternoon,399.96,1199.88,0.0,9759914.728824455,-5164.143749999999,133538.49,2023,12,16,12,48,0,1967,6,1
4.60380110233571e+17,fraud_Bandi-Chakrabarti Pvt Ltd,online_shopping,5724.58,Saksham,Tara,M,"07/954, Swaminathan Circle, Chennai-523098",Bharatpur,Uttarakhand,0.7456635,-91.830257,292006.0,Investment analyst,0.746907,-91.815896,0.0,1.602710558478594,35,2022-06-08,6,2022,02:38:00,8,2,0,medium,8.652699133334593,32770816.1764,29,6347.478325433752,11,5724.58,1502.6383961526078,0,0,163.55942857142858,0.0002799699818115,night,5724.58,62970.38,0.0,2257922.1495920816,-622.8983254337518,184076.8714375788,2022,6,8,2,38,0,1989,2,28
3583560000000000.0,fraud_Lalla PLC Pvt Ltd,entertainment,5145.657143757881,Vivaan,Bhandari,F,"38, Madan Road, Karimnagar 671722",Udaipur,Karnataka,13.6087515,158.377934,516918.0,"Administrator, education",13.597593,158.395362,0.0,2.255491301485776,72,2022-04-29,4,2022,00:06:00,29,4,0,medium,8.546102684602834,26477787.441106517,9,5145.657143757881,829,5115.548867906304,0.0,1,0,71.46746032997058,0.0004383291071426,night,5145.657143757881,46310.91429382093,0.0,0.0,0.0,46310.91429382093,2022,4,29,0,6,0,1951,10,20
6011900000000000.0,fraud_Jani and Sons Pvt Ltd,entertainment,6113.26,Badal,Gokhale,M,"95/664, Yadav Nagar, Firozabad 609374",Vellore,Chhattisgarh,55.708292,124.996196,778108.0,Water quality scientist,55.709994,124.993645,1.0,0.2477028021923826,59,2023-03-14,3,2023,11:41:00,14,1,0,high,8.718379026898255,37371947.8276,9,6113.26,9,6113.26,0.0,0,0,103.61457627118644,4.051893788132398e-05,morning,6113.26,55019.34,0.0,0.0,0.0,55019.34,2023,3,14,11,41,0,1964,9,25
4.60380110233571e+17,fraud_Sharaf Inc Pvt Ltd,entertainment,3777.43,Darshit,Chanda,F,"834, Dhillon Ganj, Hosur 790909",Lucknow,Rajasthan,88.6993855,-95.539662,912201.0,Chief Technology Officer,88.704532,-95.534509,1.0,0.5724118748401795,48,2024-03-24,3,2024,21:39:00,24,6,1,high,8.237063858419114,14268977.4049,6,3777.43,6,3777.43,0.0,0,0,78.69645833333333,0.0001515347405088,night,3777.43,22664.58,1.0,0.0,0.0,22664.58,2024,3,24,21,39,0,1975,8,8
213162000000000.0,fraud_Dara-Samra Pvt Ltd,online_shopping,1153.17,Kiaan,Goel,M,"81/34, Thakkar Marg, Ballia-244000",Dibrugarh,Andhra Pradesh,52.4248485,-53.759626,707956.0,Occupational psychologist,52.419008,-53.748424,0.0,0.9993951951620926,32,2023-07-14,7,2023,12:32:00,14,4,0,medium,7.051136749909956,1329801.0489,8,1153.17,8,1153.17,0.0,0,0,36.0365625,0.0008666503595845,afternoon,1153.17,9225.36,0.0,0.0,0.0,9225.36,2023,7,14,12,32,0,1992,4,9
213121000000000.0,fraud_Luthra Group Pvt Ltd,fitness_and_medical,5828.52,Azad,Bhakta,F,"206, Sen Ganj, Bhubaneswar-466157",Aurangabad,Kerala,-23.1566035,159.050685,514398.0,"Designer, interior/spatial",-23.171698,159.059613,1.0,1.9105447524907433,62,2023-01-05,1,2023,08:31:00,5,3,0,medium,8.670689943193432,33971645.39040001,7,5828.5199999999995,7,5828.5199999999995,0.0,0,0,94.0083870967742,0.0003277924331546,morning,5828.5199999999995,40799.64,0.0,0.0,9.094947017729282e-13,40799.64,2023,1,5,8,31,0,1962,2,20
676397000000.0,fraud_Jhaveri-Sood Pvt Ltd,fitness_and_medical,9729.84,Yuvraj ,Maharaj,M,"95/664, Yadav Nagar, Firozabad 609374",Danapur,Uttarakhand,-87.38063,175.741063,7943.0,"Programmer, multimedia",-87.391079,175.721242,1.0,1.1662162115935133,22,2023-03-01,3,2023,17:57:00,1,2,0,small,9.183055502389,94669786.4256,13,9758.76923076923,9,9729.84,45.16574706226302,0,0,442.2654545454546,0.0001198597522254,evening,9729.84,87568.56,0.0,2039.944707692321,-28.929230769230344,126864.0,2023,3,1,17,57,0,2001,7,24
4463400000000.0,fraud_Dube-Vohra Pvt Ltd,travel,5145.657143757881,Anya,Biswas,F,"65/37, Salvi Marg, Pondicherry 462542",Surendranagar Dudhrej,Uttar Pradesh,52.4811925,118.755885,319006.0,Leisure centre manager,52.468788,118.738781,1.0,1.8012549946487726,40,2022-09-13,9,2022,00:08:00,13,1,0,medium,8.546102684602834,26477787.441106517,24,3428.55303593947,6,5145.657143757881,1044.1998944635093,0,0,128.64142859394704,0.0003500534420241,night,5145.657143757881,53989.72286254729,0.0,1090353.4195976038,1717.1041078184112,82285.27286254728,2022,9,13,0,8,0,1983,12,28
4393340000000000.0,fraud_Bhagat and Sons Pvt Ltd,online_shopping,3382.41,Arnav,Ratti,M,"H.No. 35, Dhaliwal Road, Raipur 898103",Gudivada,Bihar,50.815909,131.276637,498632.8993690851,Civil Service fast streamer,50.835789,131.270652,1.0,2.250172567221232,79,2023-06-30,6,2023,20:00:00,30,4,0,medium,8.12663935564361,11440697.4081,801,4551.134564030145,7,3382.41,2523.043721907961,1,0,42.8153164556962,0.0006652571885789,evening,3382.41,300417.1714375788,0.0,6365749.622659177,-1168.7245640301453,3645458.7857881463,2023,6,30,20,0,0,1944,9,5
4354650000000000.0,fraud_Lalla PLC Pvt Ltd,fitness_and_medical,4333.62,Ivana,Behl,M,"H.No. 460, Mani Road, Ratlam 107908",Rourkela,Kerala,25.9673475,-68.858396,444837.0,Colour technologist,25.948969,-68.858205,0.0,2.043685173051478,18,2023-06-30,6,2023,22:22:00,30,4,0,medium,8.374389226779554,18780262.3044,3,4333.62,829,5115.548867906304,0.0,0,0,240.75666666666663,0.0004715884579292,night,4333.62,13000.86,0.0,0.0,0.0,13000.86,2023,6,30,22,22,0,2005,12,14
4.60380110233571e+17,fraud_Golla-Bajaj Pvt Ltd,online_shopping,4186.86,Divij,Kashyap,M,"H.No. 02, Chaudhary Ganj, Secunderabad-613337",Aurangabad,Tripura,-69.0165545,-24.513052,982105.0,Government social research officer,-69.02399,-1.3032460932720078,0.0,1.4553428204862755,46,2023-01-27,1,2023,00:46:00,27,4,0,high,8.339945142587354,17529796.659599997,10,4186.86,10,4186.86,0.0,0,0,91.0186956521739,0.0003475976795226,night,4186.86,41868.6,0.0,0.0,0.0,41868.6,2023,1,27,0,46,0,1978,5,16
3574040000000000.0,fraud_Gulati-Sawhney Pvt Ltd,entertainment,3160.05,Anya,Brahmbhatt,M,"H.No. 48, Rout Road, Jehanabad-041223",Durg,Meghalaya,52.774952,-152.391387,906552.0,Nature conservation officer,52.778848,-152.403783,1.0,0.9396312141019648,22,2023-03-21,3,2023,11:41:00,21,1,0,high,8.058659529869702,9985916.0025,17,3817.7170588235294,5,3160.05,3044.406558955219,0,0,143.63863636363638,0.0002973469451755,morning,3160.05,19477.47,0.0,9268411.29620956,-657.6670588235293,64901.19,2023,3,21,11,41,0,2001,8,13
4193030000000000.0,"fraud_Sethi, Raja and Mani Pvt Ltd",fitness_and_medical,3445.11,Shamik,Ratta,F,"78/41, Baria Zila, Malda-859770",Mysore,Odisha,31.392153,100.028766,719685.0,Consulting civil engineer,31.382678,100.024714,0.0,1.1215851533095365,68,2023-10-24,10,2023,06:01:00,24,1,0,high,8.145001337646313,11868782.9121,5,3445.1099999999997,5,3445.1099999999997,0.0,1,0,50.66338235294118,0.000325558589801,morning,3445.1099999999997,17225.55,0.0,0.0,4.547473508864641e-13,17225.55,2023,10,24,6,1,0,1955,12,14
4.13642e+18,fraud_Badal-Srivastava Pvt Ltd,fitness_and_medical,3596.22,Kashvi,Ram,M,"683, Dhaliwal Chowk, Bhiwandi 227379",Rajahmundry,Sikkim,-81.029917,-0.4717681503254255,134622.0,"Geologist, engineering",-81.033439,69.004236,0.0,1.4553428204862755,35,2023-04-03,4,2023,11:33:00,3,0,0,small,8.18791660390481,12932798.288399998,8,3596.22,8,3596.22,0.0,0,0,102.74914285714286,0.000404686815736,morning,3596.22,28769.76,0.0,0.0,0.0,28769.76,2023,4,3,11,33,0,1988,11,24
213103000000000.0,fraud_Raja-Dyal Pvt Ltd,online_shopping,9109.83,Kiaan,Gara,M,"H.No. 626, Kurian Chowk, Giridih 892613",Tiruvottiyur,Arunachal Pradesh,-88.864503,8.933666,954167.0,Pathologist,-88.846964,8.921383,0.0,1.9504385241191255,70,2023-01-09,1,2023,17:22:00,9,0,0,high,9.11721909477565,82989002.62889999,11,9109.83,11,9109.83,0.0,1,0,130.14042857142857,0.0002141026258579,evening,9109.83,100208.13,0.0,0.0,0.0,100208.13,2023,1,9,17,22,0,1953,7,4
4541990000000000.0,fraud_Raman-Ram Pvt Ltd,entertainment,9359.42,Oorja,Srivastava,F,"20/029, Khanna Ganj, Nagercoil 457969",Muzaffarpur,West Bengal,12.790652,-0.4717681503254255,750268.0,Event organiser,12.781988,40.087064,1.0,1.4553428204862755,57,2024-04-07,4,2024,12:27:00,7,6,1,high,9.1442454402598,87598742.73640001,9,9359.42,9,9359.42,0.0,0,0,164.200350877193,0.0001554949794417,afternoon,9359.42,84234.78,1.0,0.0,0.0,84234.78,2024,4,7,12,27,0,1966,7,22
3586330000000000.0,fraud_Lalla PLC Pvt Ltd,travel,5541.86,Arnav,Gala,M,"87/050, Balan Marg, Mumbai-362882",Guwahati,Meghalaya,-39.5235435,-127.893328,417304.0,Electronics engineer,-39.509692,-127.87663,1.0,2.103310902690193,38,2022-07-23,7,2022,14:19:00,23,5,1,medium,8.620265892019836,30712212.259599995,18,4123.61,829,5115.548867906304,1305.2977145193393,0,0,145.83842105263156,0.0003795315837444,afternoon,5541.86,44334.88,1.0,1703802.1235294107,1418.25,74224.98,2022,7,23,14,19,0,1986,3,1
676295000000.0,fraud_Sawhney-Swamy Pvt Ltd,online_shopping,7794.2,Miraya,Chopra,M,"071, Dalal Road, Rourkela 503658",Solapur,Andhra Pradesh,-3.568369,107.154906,657300.0,Event organiser,2.3017030783132526,107.153669,1.0,1.4553428204862755,74,2023-01-09,1,2023,00:04:00,9,0,0,medium,8.961263438635468,60749553.64,4,7794.2,4,7794.2,0.0,1,0,105.32702702702704,0.0001867212568943,night,7794.2,31176.8,0.0,0.0,0.0,31176.8,2023,1,9,0,4,0,1950,3,11
6571230000000000.0,fraud_Kannan-Karan Pvt Ltd,entertainment,5268.76,Tejas,Kara,M,"H.No. 396, Chana, Jhansi-848570",Junagadh,Assam,-80.8017145,-117.181674,822093.0,Theatre stage manager,-80.809912,-117.185206,1.0,0.9136779152662036,49,2023-04-30,4,2023,07:08:00,30,6,1,high,8.56974009970143,27759831.9376,11,5268.76,11,5268.76,0.0,0,0,107.52571428571429,0.0001734142218028,morning,5268.76,57956.36,1.0,0.0,0.0,57956.36,2023,4,30,7,8,0,1975,3,31
6011700000000000.0,fraud_Korpal-Gola Pvt Ltd,entertainment,3643.39,Darshit,Koshy,M,"346, Mahajan Chowk, Deoghar 086072",Mathura,Sikkim,-44.592431,105.728509,978126.0,Air broker,-44.594411,105.71929,0.0,0.7624637096389665,48,2022-10-13,10,2022,06:40:00,13,3,0,high,8.200944277900037,13274290.6921,7,3643.39,7,3643.39,0.0,0,0,75.90395833333334,0.0002092731521025,morning,3643.39,25503.73,0.0,0.0,0.0,25503.73,2022,10,13,6,40,0,1975,9,27
6559790000000000.0,"fraud_Sani, Sami and Kade Pvt Ltd",travel,7429.4,Aarav,Andra,M,"53/763, Hans Marg, Ahmedabad 285359",Bijapur,Sikkim,-39.392523,23.20601,358995.0,"Buyer, industrial",-39.388641,23.210648,1.0,0.5875261114205146,53,2022-11-03,11,2022,03:18:00,3,3,0,medium,8.913334972063518,55195984.35999999,11,3584.0054545454545,5,7429.4,3681.684977836543,0,0,140.17735849056604,7.908123286140397e-05,night,7429.4,37147.0,0.0,13554804.276027268,3845.394545454545,39424.06,2022,11,3,3,18,0,1971,3,30
4944500000000000.0,fraud_Dutt-Seshadri Pvt Ltd,travel,6275.84,Vardaniya,Borra,M,"55/68, Wable Chowk, Jalandhar 282759",Ambarnath,Andhra Pradesh,-79.8070295,-163.590162,942213.0,"Chemist, analytical",-79.792345,-163.586334,0.0,1.6345808894720275,50,2023-03-21,3,2023,11:41:00,21,1,0,high,8.744621948108957,39386167.7056,7,6275.840000000001,7,6275.840000000001,0.0,0,0,125.5168,0.0002604561125637,morning,6275.840000000001,43930.880000000005,0.0,0.0,-9.094947017729282e-13,43930.880000000005,2023,3,21,11,41,0,1974,3,2
639090000000.0,"fraud_Chaudhari, Ghosh and Sahni Pvt Ltd",online_shopping,5765.83,Nakul,Dhawan,F,"841, Sangha Circle, Dehradun 670778",Raiganj,Tamil Nadu,42.7118645,-155.29331,371074.0,Event organiser,42.726808,-155.276611,0.0,2.1499034576676737,82,2023-11-02,11,2023,02:43:00,2,3,0,medium,8.659877815116074,33244795.5889,10,5765.83,10,5765.83,0.0,1,0,70.315,0.0003728697269374,night,5765.83,57658.3,0.0,0.0,0.0,57658.3,2023,11,2,2,43,0,1941,7,16
501806000000.0,fraud_Dey PLC Pvt Ltd,fitness_and_medical,4255.73,Onkar,Bali,M,"H.No. 995, Agrawal Road, Patiala-777909",Jalna,West Bengal,-11.939528,-178.534539,498632.8993690851,Event organiser,-11.927404,-178.550685,0.0,2.2142549234237245,67,2024-03-09,3,2024,11:46:00,9,5,1,medium,8.356256538869559,18111237.832899995,25,5535.0684,11,4255.73,3072.7277500790187,1,0,63.51835820895522,0.0005202996720712,morning,4255.73,46813.03,0.0,9441655.826105667,-1279.3384000000003,138376.71,2024,3,9,11,46,0,1956,11,23
2263850000000000.0,fraud_Kurian-Karnik Pvt Ltd,fitness_and_medical,5572.69,Shamik,Ganesh,F,"13/326, Bahri Ganj, Sikar-745709",Gurgaon,Odisha,-83.3616095,-0.4717681503254255,822226.0,"Solicitor, Scotland",-83.374053,-51.974317,1.0,1.4553428204862755,45,2022-07-08,7,2022,22:22:00,8,4,0,high,8.625812591138287,31054873.836099997,11,5572.69,11,5572.69,0.0,0,0,123.83755555555555,0.0002611562495825,night,5572.69,61299.59,0.0,0.0,0.0,61299.59,2022,7,8,22,22,0,1978,11,9
30322700000000.0,fraud_Walla-Ramakrishnan Pvt Ltd,fitness_and_medical,3303.61,Ojas,Gulati,M,"H.No. 584, Sankar Circle, Uluberia-063527",Shahjahanpur,Kerala,-10.2936975,109.601611,455119.0,Intelligence analyst,-10.303353,109.606024,0.0,1.1772009954774605,74,2023-03-21,3,2023,11:41:00,21,1,0,medium,8.103073742297163,10913839.0321,33,2461.907878787879,10,3303.6099999999997,1722.50249664688,1,0,44.64337837837838,0.0003563377624711,morning,3303.6099999999997,34403.450000000004,0.0,2967014.850954735,841.7021212121213,81242.96,2023,3,21,11,41,0,1950,3,11
4.43635e+18,"fraud_Acharya, Bajaj and Devan Pvt Ltd",online_shopping,1767.69,Neelofar,Arora,M,"01/266, Sehgal Road, Davanagere-710348",Chandrapur,Tripura,48.4126575,75.375756,278262.0,Dancer,48.428469,75.366382,0.0,1.88935188763588,74,2023-03-21,3,2023,11:41:00,21,1,0,small,7.477994438554691,3124727.9361,10,1767.69,10,1767.69,0.0,1,0,23.887702702702704,0.0010688253526556,morning,1767.69,17676.9,0.0,0.0,0.0,17676.9,2023,3,21,11,41,0,1950,3,11
30205400000000.0,fraud_Kale-Dyal Pvt Ltd,fitness_and_medical,2035.74,Tejas,Bajwa,M,"H.No. 39, Choudhury Ganj, Mysore-819245",Kurnool,Himachal Pradesh,28.4655895,131.151753,543119.0,"Lecturer, higher education",28.473066,131.140942,0.0,1.3445736003822375,19,2022-05-17,5,2022,09:15:00,17,1,0,medium,7.619105769395956,4144237.3476,16,3784.27,9,2035.74,2047.6686654632383,0,0,107.1442105263158,0.0006604839519694,morning,2035.74,18321.66,0.0,4192946.96352,-1748.53,60548.32,2022,5,17,9,15,0,2004,8,4
3562840000000000.0,fraud_Randhawa-Goyal Pvt Ltd,fitness_and_medical,7162.22,Indranil,Loyal,M,"H.No. 45, Krish Nagar, Salem 272962",Bhatpara,Andhra Pradesh,-84.7826485,-179.895154,594366.0,Ranger/warden,-84.786659,-179.912722,1.0,0.4799998010908434,71,2024-02-19,2,2024,00:30:00,19,0,0,medium,8.87671487953105,51297395.3284,801,4551.134564030145,5,7162.219999999999,2523.043721907961,1,0,100.87633802816902,6.701829894793004e-05,night,7162.219999999999,153351.12857503153,0.0,6365749.622659177,2611.085435969855,3645458.7857881463,2024,2,19,0,30,0,1953,4,6
